CSM
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped,GoogleSheetRowNumber,GoogleSheetLink
2217,CSM,Item,10,Picket guardrail with attached handrail and wall mounted handrail at loading dock concrete ramp.,9/1/2023,John S,,4439,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4439
2034,CSM,Item,10,Sector 1 Loose lintel,5/28/2021,John S,,2268,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2268
2121,CSM,Ticket,10,Field Fix - Added per Missed Pocket (B4011),6/17/2022,John S,,3096,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3096
2038,CSM,Ticket,11,Ticket #11 - Add'l. Plate washers,4/2/2022,John S,,2405,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2405
2217,CSM,Item,11,Wall mounted handrail at motor court B [Callout 1] exterior concrete stair,9/1/2023,John S,,4440,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4440
2034,CSM,Item,11,Sector 1 trash dock embeds,10/20/2021,John S,,2270,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2270
2034,CSM,Item,11,Sector 1 Trash dock,12/1/2020,John S,,2269,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2269
2217,CSM,Item,12,Wall mounted handrail at riverside arcade concrete stair,9/1/2023,John S,,4441,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4441
2038,CSM,Item,12,3 elevator guide rails (incl'd w/Seq 1),10/25/2021,John S,,2336,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2336
2034,CSM,Item,12,Sector 1 mesh infill rails,1/11/2022,John S,,2271,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2271
2038,CSM,Ticket,12,Ticket #12 - L4x4 for Gutter,5/15/2022,John S,,2406,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2406
2121,CSM,Ticket,12,Replace Plates 35-MS10,7/6/2022,John S,,3097,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3097
2121,CSM,Ticket,13,Replace Misc Lintel Angles,6/30/2022,John S,,3098,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3098
2038,CSM,Item,13,(deleted) Exterior sign support for one sign; shop prime ,3/10/2022,John S,,2337,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2337
2217,CSM,Item,13,Roof access ladder,11/1/2023,John S,,4442,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4442
2038,CSM,Ticket,13,Ticket #13  - Missing Plates at Translucent Panel - South Side,5/25/2022,John S,,2407,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2407
2038,CSM,Ticket,14,Ticket #14 - L3x3 for Panels,6/1/2022,John S,,2408,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2408
2217,CSM,Item,14,PE-1 to PE-4 Elevator components,7/1/2023,John S,,4443,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4443
2038,CSM,Item,14,"4 line pipe rail ""security fence"" at exterior patio",9/28/2022,John S,,2338,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2338
2217,CSM,Item,14.1,Sump pit cover and frame,7/1/2023,John S,,4444,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4444
2121,CSM,Item,14.1,Steel stair at theater catwalk(Bldg A) GRATING TREADS,8/6/2022,John S,,2993,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2993
2038,CSM,Ticket,15,Misc Missing Brace Matl,6/15/2022,John S,,2346,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2346
2217,CSM,Item,15,PE-5 & PE- 6 Elevator  components,,John S,,4450,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4450
2121,CSM,Ticket,15,Replace missing Item 27 Material,8/8/2022,John S,,3102,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3102
2038,CSM,Item,15,Ametco trash gate (Buyout),9/30/2022,John S,,2339,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2339
2038,CSM,Item,16,"Steel tube at countertop (VIP BOX4-312B, Broadcast BOX 305 and 306)",6/1/2022,John S,,2340,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2340
2121,CSM,Ticket,16,Deliver Field House deck (Pick up at MSEC),9/8/2022,John S,,3101,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3101
1828,CSM,Sequence,16,,8/27/2021,John S,,233,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D233
2038,CSM,Ticket,16,Missing Base Angle for Wall Panels,7/18/2022,John S,,2409,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2409
2217,CSM,Item,16, FSAE-1 & FSAE-2 Elevator components,,John S,,4457,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4457
2038,CSM,Item,17,Steel support for low storage doors,3/14/2022,John S,,2341,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2341
2217,CSM,Item,17,  SE-3 Elevator components,,John S,,4464,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4464
2121,CSM,Ticket,17,Item 35 - Added Bent Plate Lintel 35-MS37-38,9/21/2022,John S,,3103,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3103
2038,CSM,Ticket,18,Pick up 2 bundles deck - deliver to 2121_HHS,9/7/2022,John S,Material Picked up,2410,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2410
2217,CSM,Item,18,BOH vanity countertop steel support,11/1/2023,John S,,4473,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4473
2038,CSM,Item,18,Embed angle at exterior roll up door,5/16/2022,John S,,2342,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2342
2038,CSM,Item,19,Embed angle at loading dock,5/16/2022,John S,,2343,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2343
2038,CSM,Ticket,19,Stair 2 replacement stair pans (sent for Buy-out),9/26/2022,John S,,3313,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3313
2217,CSM,Item,19,CMU wall support,,John S,,4474,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4474
2038,CSM,Sequence,2,"Lots T036, T040, T042, T043,T052 T056 T064",11/1/2021,John S,,2351,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2351
2121,CSM,Sequence,2,Level1(Cols-1st/2nd flr) & Level2 (Beams-3rd flr) - (Area B1)-LOT#T006,12/15/2021,John S,,3045,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3045
2121,CSM,Ticket,2,Epoxy Anchors from Fed,3/21/2022,John S,,3082,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3082
2038,CSM,Item,2, (Removed from scope) Vomitory Rails #2 and #3 ramp,5/2/2022,John S,,2326,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2326
2217,CSM,Item,2,ST-2 (level B to level 20) Buyout,8/1/2023,John S,,4431,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4431
2121,CSM,Sequence,2.1,Level1 (Cols-2nd flr)&Level1/2 (Beams-2nd&3rd flr) - (Area B1)-LOT#T005,12/16/2021,John S,,3046,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3046
2034,CSM,Item,2.1,Sector 1 ships ladder,5/7/2021,John S,,2219,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2219
2034,CSM,Item,2.1,Sector 2 Ships ladder,5/21/2021,John S,,2220,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2220
2034,CSM,Item,2.2,Sector 3 roof cross over,5/25/2021,John S,,2222,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2222
2121,CSM,Sequence,2.2,Level2 (Beams-3rd flr) & Level3 (Roof Beams) - (Area B1) - T007&T008,12/20/2021,John S,,3047,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3047
2034,CSM,Item,2.2,Sector 2 Roof cross over,5/22/2021,John S,,2221,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2221
2034,CSM,Item,2.3,Sector 5 Vertical ladder,5/24/2021,John S,,2224,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2224
2034,CSM,Item,2.3,Sector 4 Vertical ladder,5/23/2021,John S,,2223,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2223
2034,CSM,Item,2.3,Sector 2 Vertical ladder,6/26/2021,John S,,2226,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2226
2034,CSM,Item,2.3,Sector 3 Vertical ladder,7/21/2021,John S,,2227,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2227
2121,CSM,Sequence,2.3, Level3 (Roof Beams) - (Area B1) - T009&T010,12/28/2021,John S,,3048,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3048
2034,CSM,Item,2.3,Sector 6 Vertical ladder,5/26/2021,John S,,2225,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2225
2038,CSM,Ticket,20,2 landing plates for Stair 2 - Missed by Sub Fab,9/26/2022,John S,,2411,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2411
2217,CSM,Item,20,Brick relieving angle,,John S,,4475,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4475
2121,CSM,Ticket,20,Grating and angle SUMP PIT GRATES,10/20/2022,John S,,3106,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3106
2038,CSM,Item,20,Steel pipe bollard at Dumpster enclosure,6/20/2022,John S,,2344,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2344
2217,CSM,Item,21,Brick shelf angle,,John S,,4476,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4476
2121,CSM,Ticket,21,Seq5 Added Bent Plate per Shopcall (Stair#17 Glazing Support),10/31/2022,John S,,3108,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3108
2038,CSM,Item,21,Bollards as shown on A203 and A204,6/20/2022,John S,,2345,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2345
2038,CSM,Ticket,21,Mezz Stair Connection - Stiffener Plates ,10/17/2022,John S,,2412,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2412
2038,CSM,Ticket,22,Shims for Dumpster gate hinges -,,John S,,2413,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2413
2217,CSM,Item,22,Brick hanger support,,John S,,4477,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4477
2121,CSM,Ticket,22,Seq1 (Added per SKS-43) (Area D),10/31/2022,John S,,3109,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3109
2121,CSM,Ticket,23,Stair Pans for Stair 12 & 15 (Buyout FabSup) Prime Gray,10/20/2022,John S,,2331,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2331
2038,CSM,Item,23,Score Board Mounting support,6/9/2022,John S,,2347,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2347
2217,CSM,Item,23,Window head hanger support,,John S,,4478,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4478
2121,CSM,Ticket,24,Added CMU wall clips SKS-42,10/25/2022,John S,,3107,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3107
2217,CSM,Item,24,Cladding steel support along level 2 bar terrace and level 5 pool terrace,,John S,,4479,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4479
2217,CSM,Item,25,2” x 3/16” galvanized bar grating steel stair & platform and 2-liner guardrail,,John S,,4480,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4480
2121,CSM,Item,25,Ladders (Buyout),9/30/2022,John S,,2995,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2995
1828,CSM,Sequence,25,,8/27/2021,John S,,234,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D234
2121,CSM,Item,27,"Checkered plate platform, 3-liner guardrail and steel frame support at theatre catwalk(Bldg B)",7/20/2022,John S,,2997,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2997
2217,CSM,Item,27,Won door steel support,9/1/2023,John S,,4482,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4482
2217,CSM,Item,28,East screen wall and canopy steel framing,,John S,,4483,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4483
2217,CSM,Item,29,Separator beam at stair 1 & 2 shaft wall,,John S,,4484,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4484
2121,CSM,Item,29,"Operable partition support at level 1,2 and 3",7/19/2022,John S,,3002,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3002
2038,CSM,Sequence,3,"Lots T037, T040 T043 T057",11/5/2021,John S,,2352,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2352
2121,CSM,Ticket,3,Replace B3014,4/15/2022,John S,,3083,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3083
2217,CSM,Item,3,ST-5 (covered entry level to level 3) Buyout,8/1/2023,John S,,4432,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4432
2121,CSM,Sequence,3,Seq3 Level2 (Area B2) T012,1/19/2022,John S,,3054,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3054
2121,CSM,Item,3.1,Stair D(Bldg B) (Stringers & Landing Framing),9/1/2022,John S,,2985,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2985
2121,CSM,Ticket,3.1,Replace plate washers,4/14/2022,John S,,3084,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3084
2121,CSM,Sequence,3.1,Seq3 Level2 (Area B2) T013,1/19/2022,John S,,3055,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3055
2121,CSM,Item,3.2,Stair D Rails,10/30/2022,John S,,2986,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2986
2121,CSM,Sequence,3.2,Seq3 Level2 (Area B2) T014,1/24/2022,John S,,3056,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3056
2121,CSM,Item,3.3,Embeds Steel Stair D(Bldg B),6/20/2022,John S,,2987,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2987
2034,CSM,Item,3.3,Sector 4 steel plate at brick,6/29/2021,John S,,2229,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2229
2121,CSM,Sequence,3.3,Seq3 (Area B2) T015&T016,2/1/2022,John S,,3057,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3057
2034,CSM,Item,3.4,Sector 5 steel plate at brick,5/21/2021,John S,,2230,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2230
2034,CSM,Item,3.4,Sector 6 steel plate at brick,6/29/2021,John S,,2234,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2234
2034,CSM,Item,3.4,Sector 3 steel plate at brick,5/24/2021,John S,,2232,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2232
2121,CSM,Sequence,3.4,Seq3 (Area B2) T017,2/2/2022,John S,,3058,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3058
2034,CSM,Item,3.4,Sector 1 steel plate at brick,6/29/2021,John S,,2233,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2233
2034,CSM,Item,3.4,Sector 2 steel plate at brick,5/24/2021,John S,,2231,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2231
