CSM
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped,GoogleSheetRowNumber,GoogleSheetLink
2121,CSM,Item,3.2,Stair D Rails,10/30/2022,John S,,2986,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2986
2217,CSM,Item,4,ST-3 & ST-4 (level 1 to level 5) Buyout,8/1/2023,John S,,4433,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4433
2121,CSM,Sequence,4,Seq 4 (Area B3) T025,2/8/2022,John S,Yes,3061,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3061
2121,CSM,Ticket,4,Remake B1087 - Osha Posts,5/2/2022,John S,Yes,3088,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3088
2121,CSM,Sequence,5,Area A T027&T028,3/15/2022,John S,Yes,3064,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3064
2121,CSM,Ticket,5,Field Fix for B5025 Embed Connection,5/25/2022,John S,Yes,3089,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3089
2217,CSM,Item,5,ST-6 (level 2.5M to level 3) Buyout,8/1/2023,John S,,4434,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4434
2121,CSM,Sequence,6,Athletic Field T033,7/11/2022,John S,Yes,3069,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3069
2121,CSM,Ticket,6,Field Fix for missing Embed Connection (EP130),5/23/2022,John S,Yes,3093,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3093
2217,CSM,Item,6,ST-7 (level 3 to level 5) Buyout,8/1/2023,John S,,4435,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4435
2121,CSM,Ticket,6,Rework B1088,4/25/2022,John S,Yes,3092,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3092
2121,CSM,Item,61,"Steel bar at theatre concrete rmp (exposed 4"")",11/1/2022,John S,,3029,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3029
2217,CSM,Item,7,ST-8 (level B to level 1) Buyout,8/1/2023,John S,,4436,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4436
2121,CSM,Item,7,Steel Stair H(#10) Bldg C  Priority 3,10/12/2022,John S,Yes,2939,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2939
2121,CSM,Ticket,7,Field Fix for Added Bent Plate per RFI#427,5/24/2022,John S,Yes,3094,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3094
2217,CSM,Item,8,Stair at Transformer Vault,8/1/2023,John S,,4437,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4437
2217,CSM,Item,9,Stair at Market,8/1/2023,John S,,4438,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4438
2121,CSM,Ticket,9,field fix - added bent plate connector for Area C&D,5/23/2022,John S,Yes,3095,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3095
